"","sim","year","w","slope","intercept","y","scenario"
"1",1,1,7.36052743232012,0,45.2609670168584,37.9004395845383,"Stable"
"2",1,2,1.56829086169444,0,45.2609670168584,43.692676155164,"Stable"
"3",1,3,-7.37221378424794,0,45.2609670168584,52.6331808011064,"Stable"
"4",1,4,-4.48962580583563,0,45.2609670168584,49.7505928226941,"Stable"
"5",1,5,6.21055843959232,0,45.2609670168584,39.0504085772661,"Stable"
"6",1,6,-3.28644722836147,0,45.2609670168584,48.5474142452199,"Stable"
"7",1,7,-3.13209817906133,0,45.2609670168584,48.3930651959198,"Stable"
"8",1,8,-3.06160081416753,0,45.2609670168584,48.322567831026,"Stable"
"9",1,9,1.74903086149521,0,45.2609670168584,43.5119361553632,"Stable"
"10",1,10,-1.59243608142911,0,45.2609670168584,46.8534030982876,"Stable"
"11",1,11,6.37899013759606,0,45.2609670168584,38.8819768792624,"Stable"
"12",1,12,2.57163079648141,0,45.2609670168584,42.689336220377,"Stable"
"13",1,13,-3.30059613064343,0,45.2609670168584,48.5615631475019,"Stable"
"14",1,14,4.40937808052463,0,45.2609670168584,40.8515889363338,"Stable"
"15",1,15,1.17505777897152,0,45.2609670168584,44.0859092378869,"Stable"
"16",1,16,-4.27946229953578,0,45.2609670168584,49.5404293163942,"Stable"
"17",1,17,-8.70403650958315,0,45.2609670168584,53.9650035264416,"Stable"
"18",1,18,3.57047537724486,0,45.2609670168584,41.6904916396136,"Stable"
"19",1,19,-5.40263364631295,0,45.2609670168584,50.6636006631714,"Stable"
"20",1,20,-4.86232027827491,0,45.2609670168584,50.1232872951334,"Stable"
"21",1,21,-9.65849991503971,0,45.2609670168584,54.9194669318982,"Stable"
"22",1,22,-5.89627605420363,0,45.2609670168584,51.1572430710621,"Stable"
"23",1,23,-1.1439342119815,0,45.2609670168584,46.4049012288399,"Stable"
"24",1,24,3.5334732572473,0,45.2609670168584,41.7274937596111,"Stable"
"25",1,25,0.329440710538663,0,45.2609670168584,44.9315263063198,"Stable"
"26",1,26,1.80589857653641,0,45.2609670168584,43.455068440322,"Stable"
"27",1,27,-1.75251886997141,0,45.2609670168584,47.0134858868299,"Stable"
"28",1,28,-1.34674165741185,0,45.2609670168584,46.6077086742703,"Stable"
"29",1,29,1.2607309054233,0,45.2609670168584,44.0002361114351,"Stable"
"30",1,30,-3.53554101873408,0,45.2609670168584,48.7965080355925,"Stable"
"31",2,1,0.0494544664931311,0,16.184976111399,16.1355216449059,"Stable"
"32",2,2,-2.64998715547139,0,16.184976111399,18.8349632668704,"Stable"
"33",2,3,0.551186928866445,0,16.184976111399,15.6337891825326,"Stable"
"34",2,4,-0.65436270030747,0,16.184976111399,16.8393388117065,"Stable"
"35",2,5,0.697973595485532,0,16.184976111399,15.4870025159135,"Stable"
"36",2,6,-0.0134722050067211,0,16.184976111399,16.1984483164057,"Stable"
"37",2,7,-0.0548883706881966,0,16.184976111399,16.2398644820872,"Stable"
"38",2,8,-1.42364051097696,0,16.184976111399,17.608616622376,"Stable"
"39",2,9,-0.0336961250405352,0,16.184976111399,16.2186722364395,"Stable"
"40",2,10,-0.0168515136200504,0,16.184976111399,16.2018276250191,"Stable"
"41",2,11,-0.77297499570027,0,16.184976111399,16.9579511070993,"Stable"
"42",2,12,-1.57412549598129,0,16.184976111399,17.7591016073803,"Stable"
"43",2,13,0.0984983893294853,0,16.184976111399,16.0864777220695,"Stable"
"44",2,14,0.769964615507797,0,16.184976111399,15.4150114958912,"Stable"
"45",2,15,1.94867434072561,0,16.184976111399,14.2363017706734,"Stable"
"46",2,16,0.791761833921431,0,16.184976111399,15.3932142774776,"Stable"
"47",2,17,-0.296060106020736,0,16.184976111399,16.4810362174197,"Stable"
"48",2,18,0.118419804204127,0,16.184976111399,16.0665563071949,"Stable"
"49",2,19,-0.169665314305373,0,16.184976111399,16.3546414257044,"Stable"
"50",2,20,-0.777370847845038,0,16.184976111399,16.962346959244,"Stable"
"51",2,21,-0.186057260624679,0,16.184976111399,16.3710333720237,"Stable"
"52",2,22,-0.211682110602656,0,16.184976111399,16.3966582220017,"Stable"
"53",2,23,0.410329470310202,0,16.184976111399,15.7746466410888,"Stable"
"54",2,24,-1.03425005669532,0,16.184976111399,17.2192261680943,"Stable"
"55",2,25,0.819685771456641,0,16.184976111399,15.3652903399424,"Stable"
"56",2,26,1.2989513622487,0,16.184976111399,14.8860247491503,"Stable"
"57",2,27,-0.522270036841284,0,16.184976111399,16.7072461482403,"Stable"
"58",2,28,1.10819636245324,0,16.184976111399,15.0767797489458,"Stable"
"59",2,29,-0.411285580345421,0,16.184976111399,16.5962616917444,"Stable"
"60",2,30,0.197375267085384,0,16.184976111399,15.9876008443136,"Stable"
"61",3,1,-3.84436383440491,0,32.2829643342713,36.1273281686762,"Stable"
"62",3,2,3.07400481889847,0,32.2829643342713,29.2089595153728,"Stable"
"63",3,3,1.14698893208397,0,32.2829643342713,31.1359754021873,"Stable"
"64",3,4,-3.20815681343619,0,32.2829643342713,35.4911211477075,"Stable"
"65",3,5,-3.04920257434129,0,32.2829643342713,35.3321669086126,"Stable"
"66",3,6,-2.25501060012972,0,32.2829643342713,34.537974934401,"Stable"
"67",3,7,-0.936366003479314,0,32.2829643342713,33.2193303377506,"Stable"
"68",3,8,2.07487333701841,0,32.2829643342713,30.2080909972529,"Stable"
"69",3,9,-1.13143503782427,0,32.2829643342713,33.4143993720956,"Stable"
"70",3,10,3.72536286226021,0,32.2829643342713,28.5576014720111,"Stable"
"71",3,11,0.181918866113996,0,32.2829643342713,32.1010454681573,"Stable"
"72",3,12,4.00282454438335,0,32.2829643342713,28.2801397898879,"Stable"
"73",3,13,3.51097565598203,0,32.2829643342713,28.7719886782893,"Stable"
"74",3,14,-3.13821058091927,0,32.2829643342713,35.4211749151906,"Stable"
"75",3,15,0.662499196463521,0,32.2829643342713,31.6204651378078,"Stable"
"76",3,16,-1.41752868377414,0,32.2829643342713,33.7004930180454,"Stable"
"77",3,17,1.12702918225881,0,32.2829643342713,31.1559351520125,"Stable"
"78",3,18,-3.46482824000503,0,32.2829643342713,35.7477925742763,"Stable"
"79",3,19,-4.73938263184121,0,32.2829643342713,37.0223469661125,"Stable"
"80",3,20,0.70618064189166,0,32.2829643342713,31.5767836923796,"Stable"
"81",3,21,-4.88420156986582,0,32.2829643342713,37.1671659041371,"Stable"
"82",3,22,2.49540694856271,0,32.2829643342713,29.7875573857086,"Stable"
"83",3,23,-6.59566756765219,0,32.2829643342713,38.8786319019235,"Stable"
"84",3,24,1.01264273285545,0,32.2829643342713,31.2703216014158,"Stable"
"85",3,25,-0.595734808294026,0,32.2829643342713,32.8786991425653,"Stable"
"86",3,26,-0.439674434212165,0,32.2829643342713,32.7226387684834,"Stable"
"87",3,27,-3.27842680972569,0,32.2829643342713,35.561391143997,"Stable"
"88",3,28,1.3481443971635,0,32.2829643342713,30.9348199371078,"Stable"
"89",3,29,1.00547879518659,0,32.2829643342713,31.2774855390847,"Stable"
"90",3,30,0.0293331998368984,0,32.2829643342713,32.2536311344344,"Stable"
"91",4,1,2.84887364175045,0,21.6244188847486,18.7755452429981,"Stable"
"92",4,2,-1.02682118994929,0,21.6244188847486,22.6512400746979,"Stable"
"93",4,3,-3.41746505957853,0,21.6244188847486,25.0418839443271,"Stable"
"94",4,4,2.40209957184926,0,21.6244188847486,19.2223193128993,"Stable"
"95",4,5,-1.55105019505187,0,21.6244188847486,23.1754690798005,"Stable"
"96",4,6,-1.69806665546921,0,21.6244188847486,23.3224855402178,"Stable"
"97",4,7,0.734920129100058,0,21.6244188847486,20.8894987556485,"Stable"
"98",4,8,-0.608833214444285,0,21.6244188847486,22.2332520991929,"Stable"
"99",4,9,-0.405891045682882,0,21.6244188847486,22.0303099304315,"Stable"
"100",4,10,0.27694439286886,0,21.6244188847486,21.3474744918797,"Stable"
"101",4,11,0.377099901587115,0,21.6244188847486,21.2473189831615,"Stable"
"102",4,12,1.17980636394005,0,21.6244188847486,20.4446125208085,"Stable"
"103",4,13,1.23034933308363,0,21.6244188847486,20.394069551665,"Stable"
"104",4,14,-3.30087703086928,0,21.6244188847486,24.9252959156179,"Stable"
"105",4,15,3.19034761736984,0,21.6244188847486,18.4340712673788,"Stable"
"106",4,16,0.821840078954949,0,21.6244188847486,20.8025788057936,"Stable"
"107",4,17,-0.594454893303958,0,21.6244188847486,22.2188737780526,"Stable"
"108",4,18,-4.61477454296185,0,21.6244188847486,26.2391934277104,"Stable"
"109",4,19,-0.748968107487272,0,21.6244188847486,22.3733869922359,"Stable"
"110",4,20,0.488282747650608,0,21.6244188847486,21.136136137098,"Stable"
"111",4,21,2.62959241980776,0,21.6244188847486,18.9948264649408,"Stable"
"112",4,22,-4.38062799903623,0,21.6244188847486,26.0050468837848,"Stable"
"113",4,23,-3.05174643191635,0,21.6244188847486,24.6761653166649,"Stable"
"114",4,24,-3.80814669661196,0,21.6244188847486,25.4325655813606,"Stable"
"115",4,25,1.04081370581482,0,21.6244188847486,20.5836051789338,"Stable"
"116",4,26,-2.17616642349251,0,21.6244188847486,23.8005853082411,"Stable"
"117",4,27,-1.75315336511118,0,21.6244188847486,23.3775722498598,"Stable"
"118",4,28,5.49211999223646,0,21.6244188847486,16.1322988925121,"Stable"
"119",4,29,-2.45074190045124,0,21.6244188847486,24.0751607851998,"Stable"
"120",4,30,-5.28327231791546,0,21.6244188847486,26.9076912026641,"Stable"
"121",5,1,2.06184145483809,0,21.3962162833195,19.3343748284814,"Stable"
"122",5,2,1.27130631991124,0,21.3962162833195,20.1249099634083,"Stable"
"123",5,3,-3.35215422197812,0,21.3962162833195,24.7483705052976,"Stable"
"124",5,4,-0.162111791609039,0,21.3962162833195,21.5583280749286,"Stable"
"125",5,5,0.815715194108648,0,21.3962162833195,20.5805010892109,"Stable"
"126",5,6,-1.07715681024521,0,21.3962162833195,22.4733730935647,"Stable"
"127",5,7,1.61806344230882,0,21.3962162833195,19.7781528410107,"Stable"
"128",5,8,-0.404776206107758,0,21.3962162833195,21.8009924894273,"Stable"
"129",5,9,-1.28909073452069,0,21.3962162833195,22.6853070178402,"Stable"
"130",5,10,2.58795506926243,0,21.3962162833195,18.8082612140571,"Stable"
"131",5,11,-2.05710830329366,0,21.3962162833195,23.4533245866132,"Stable"
"132",5,12,0.745380421836462,0,21.3962162833195,20.6508358614831,"Stable"
"133",5,13,3.14804231820994,0,21.3962162833195,18.2481739651096,"Stable"
"134",5,14,-1.37425984849391,0,21.3962162833195,22.7704761318134,"Stable"
"135",5,15,0.22823074642271,0,21.3962162833195,21.1679855368968,"Stable"
"136",5,16,0.285015968632358,0,21.3962162833195,21.1112003146872,"Stable"
"137",5,17,3.00727187568376,0,21.3962162833195,18.3889444076358,"Stable"
"138",5,18,-0.918264035956394,0,21.3962162833195,22.3144803192759,"Stable"
"139",5,19,1.2490472389299,0,21.3962162833195,20.1471690443896,"Stable"
"140",5,20,0.816858062305869,0,21.3962162833195,20.5793582210136,"Stable"
"141",5,21,-1.16813105174619,0,21.3962162833195,22.5643473350657,"Stable"
"142",5,22,-2.55501251871431,0,21.3962162833195,23.9512288020338,"Stable"
"143",5,23,2.14041054867039,0,21.3962162833195,19.2558057346491,"Stable"
"144",5,24,-0.935466184912979,0,21.3962162833195,22.3316824682325,"Stable"
"145",5,25,-0.322283010434006,0,21.3962162833195,21.7184992937535,"Stable"
"146",5,26,2.07481553978272,0,21.3962162833195,19.3214007435368,"Stable"
"147",5,27,-0.975478576451017,0,21.3962162833195,22.3716948597705,"Stable"
"148",5,28,2.5851561456947,0,21.3962162833195,18.8110601376248,"Stable"
"149",5,29,-0.70153707801882,0,21.3962162833195,22.0977533613383,"Stable"
"150",5,30,-2.85880385280933,0,21.3962162833195,24.2550201361288,"Stable"
"151",6,1,4.56659476754146,0,34.1446538351011,29.5780590675596,"Stable"
"152",6,2,-2.94734768518918,0,34.1446538351011,37.0920015202902,"Stable"
"153",6,3,-3.21061913343222,0,34.1446538351011,37.3552729685333,"Stable"
"154",6,4,0.230747782731953,0,34.1446538351011,33.9139060523691,"Stable"
"155",6,5,-3.88406238544341,0,34.1446538351011,38.0287162205445,"Stable"
"156",6,6,-2.93595817038854,0,34.1446538351011,37.0806120054896,"Stable"
"157",6,7,2.49842314576887,0,34.1446538351011,31.6462306893322,"Stable"
"158",6,8,1.96053478945057,0,34.1446538351011,32.1841190456505,"Stable"
"159",6,9,-3.16272027074694,0,34.1446538351011,37.307374105848,"Stable"
"160",6,10,-0.272162580861114,0,34.1446538351011,34.4168164159622,"Stable"
"161",6,11,2.63202678647443,0,34.1446538351011,31.5126270486266,"Stable"
"162",6,12,-1.51429788677605,0,34.1446538351011,35.6589517218771,"Stable"
"163",6,13,2.30854976982859,0,34.1446538351011,31.8361040652725,"Stable"
"164",6,14,3.40224077487455,0,34.1446538351011,30.7424130602265,"Stable"
"165",6,15,5.55056445273897,0,34.1446538351011,28.5940893823621,"Stable"
"166",6,16,-2.19975812157058,0,34.1446538351011,36.3444119566716,"Stable"
"167",6,17,3.05949464007823,0,34.1446538351011,31.0851591950228,"Stable"
"168",6,18,-1.74659016680717,0,34.1446538351011,35.8912440019082,"Stable"
"169",6,19,5.1010835038869,0,34.1446538351011,29.0435703312142,"Stable"
"170",6,20,6.34854468910854,0,34.1446538351011,27.7961091459925,"Stable"
"171",6,21,-3.41617446960271,0,34.1446538351011,37.5608283047038,"Stable"
"172",6,22,3.41090993203514,0,34.1446538351011,30.7337439030659,"Stable"
"173",6,23,0.887474888845155,0,34.1446538351011,33.2571789462559,"Stable"
"174",6,24,1.26827811357667,0,34.1446538351011,32.8763757215244,"Stable"
"175",6,25,-4.25192788742326,0,34.1446538351011,38.3965817225243,"Stable"
"176",6,26,0.778926699277498,0,34.1446538351011,33.3657271358236,"Stable"
"177",6,27,0.303999162686985,0,34.1446538351011,33.8406546724141,"Stable"
"178",6,28,2.02052610975018,0,34.1446538351011,32.1241277253509,"Stable"
"179",6,29,-0.951847422094744,0,34.1446538351011,35.0965012571958,"Stable"
"180",6,30,-0.241747279351344,0,34.1446538351011,34.3864011144524,"Stable"
"181",7,1,2.6177774462494,0,49.0216603465115,46.4038829002621,"Stable"
"182",7,2,1.92489483275886,0,49.0216603465115,47.0967655137527,"Stable"
"183",7,3,2.55691660273173,0,49.0216603465115,46.4647437437798,"Stable"
"184",7,4,-3.83572802728496,0,49.0216603465115,52.8573883737965,"Stable"
"185",7,5,-4.97059581948772,0,49.0216603465115,53.9922561659992,"Stable"
"186",7,6,-2.63932976393598,0,49.0216603465115,51.6609901104475,"Stable"
"187",7,7,0.324648463795008,0,49.0216603465115,48.6970118827165,"Stable"
"188",7,8,-0.970939989692482,0,49.0216603465115,49.992600336204,"Stable"
"189",7,9,-5.45115004836191,0,49.0216603465115,54.4728103948734,"Stable"
"190",7,10,1.2126443139714,0,49.0216603465115,47.8090160325401,"Stable"
"191",7,11,-3.89698969454907,0,49.0216603465115,52.9186500410606,"Stable"
"192",7,12,3.74129107505326,0,49.0216603465115,45.2803692714583,"Stable"
"193",7,13,-6.25607476938013,0,49.0216603465115,55.2777351158917,"Stable"
"194",7,14,1.25065393396729,0,49.0216603465115,47.7710064125442,"Stable"
